id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32614486,Apartamento aconchegante  - CASA DAS BONECAS,64689768,Rose,,-22.93348,-43.19518,Entire home/apt,$250.00,2,0,,,1,88
32614925,Flamengo 3 - próx. Cristo Redentor e Pão de Açúcar,86403229,Gina,"Flamengo, Rio de Janeiro, Brazil",-22.93179,-43.17712,Private room,$120.00,3,2,2020-01-03,0.13,3,154
32615207,"Cobertura na Lagoa, com vista para o Cristo.",19054760,Marco Antonio,"Rio de Janeiro , Rio de Janeiro, Brazil",-22.96715,-43.20278,Entire home/apt,"$1,600.00",4,2,2020-05-03,0.24,1,353
32615328,ALUGUEL PARA TEMPORADA DE CARNAVAL,244761702,Marlene,"Rocinha, Rio de Janeiro, Brazil",-22.99036,-43.2513,Entire home/apt,$136.00,7,0,,,1,364
32617160,Quarto por Temporada-Reveillon,53087160,Willy,,-22.96423,-43.177279999999996,Private room,$250.00,2,3,2020-02-27,0.2,2,360
32625483,Vista mar,11925798,Vera,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.01074,-43.429429999999996,Entire home/apt,$600.00,7,0,,,2,365
32626263,"Quarto para dois, no Humaitá, ZONA SUL",240470377,Marcia,"Humaitá, Rio de Janeiro, Brazil",-22.95869,-43.1965,Private room,$200.00,2,4,2020-12-07,0.27,4,360
32627507,"QUARTO single, no Humaitá,  ZONA SUL.",240470377,Marcia,"Humaitá, Rio de Janeiro, Brazil",-22.95734,-43.1985,Private room,$80.00,2,2,2020-03-31,0.17,4,172
32627879,Apartamento charmoso no Flamengo e Catete,245302936,Fabricio,,-22.92657,-43.178509999999996,Entire home/apt,$150.00,1,12,2019-11-27,0.57,1,358
32628419,"Instalações e mobiliário novo, além de muito verde",245304291,Nelson,"Barra de Guaratiba, Rio de Janeiro, Brazil",-23.02838,-43.56362,Entire home/apt,$450.00,2,3,2020-08-09,0.25,1,363
32628693,"QUARTO SUITE Single, no Humaitá, ZONA SUL",240470377,Marcia,"Humaitá, Rio de Janeiro, Brazil",-22.95729,-43.19708,Private room,$80.00,2,3,2020-03-15,0.25,4,357
32629066,"QUARTO CASAL, LIMPO CONFORTAVÉL",44878604,Marilene,,-22.96942,-43.18899999999999,Private room,$250.00,1,2,2020-02-24,0.15,3,365
32630870,Quarto Luz,245087554,Sandra Helena Da Silva Pereira,"Tijuca, Rio de Janeiro, Brazil",-22.92485,-43.22007,Private room,$100.00,7,0,,,1,0
32630972,Linda Suíte com vista para o Cristo - Santa Teresa,180374116,Ana Flávia,"Santa Teresa, Rio de Janeiro, Brazil",-22.92004,-43.19304,Private room,$50.00,1,0,,,2,354
32631002,Penthouse VIP,239608043,Catiane,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.0138,-43.30237,Entire home/apt,"$3,400.00",2,7,2019-11-25,0.32,2,326
32631066,"Studio/loft claro, moderno. Vista mar e Corcovado.",5152977,Mouni,,-22.97133,-43.18504,Entire home/apt,$137.00,2,3,2020-12-02,0.2,1,49
32631889,Quarto espaçoso no coração de Copacabana,37837293,Tatiana,,-22.96552,-43.17727,Private room,$280.00,1,1,2019-03-05,0.05,4,347
32631922,Apartamento confortável no Catete,55865887,Eduardo,"Rio de Janeiro , Rio de Janeiro, Brazil",-22.925320000000003,-43.17861,Entire home/apt,$470.00,4,1,2020-02-25,0.1,1,268
32632006,Quarto espaçoso no coração de Copacabana,37837293,Tatiana,,-22.966279999999998,-43.178709999999995,Private room,$300.00,4,0,,,4,73
32633602,Suite localizada em frente ao metrô da Glória,54899116,Rudá,"Glória, Rio de Janeiro, Brazil",-22.92239,-43.17696,Private room,$100.00,100,1,2019-03-05,0.05,2,179
32633774,Casa 3 Q c/ar piscina churraGuaratiba BA 12 pessos,61675086,Jacqueline,"Praia de Guaratiba , Bahia, Brazil",-23.06281,-43.55125,Entire home/apt,"$1,000.00",3,0,,,1,73
32635055,Temporada Apartamento Executivo de Luxo na Lapa,245354255,José Haroldo,"Centro, Rio de Janeiro, Brazil",-22.91339,-43.18521,Entire home/apt,$500.00,2,3,2020-02-26,0.2,1,365
32635681,Quarto para uma pessoa em Copacabana .,244742034,Denysson,"Copacabana, Rio de Janeiro, Brazil",-22.96593,-43.18486,Private room,$350.00,2,3,2020-02-26,0.14,2,365
32637103,Apartamento inteiro PRAIA DE COPACABANA/RJ-Brasil,13020068,Lu,,-22.96807,-43.18112,Entire home/apt,"$1,500.00",4,1,2019-03-08,0.05,5,362
32637580,Quarto em Botafogo para familia de 5 pessoas,23779226,Monica Maria,"Botafogo, Rio de Janeiro, Brazil",-22.94913,-43.19338,Private room,$200.00,1,1,2019-10-07,0.07,2,358
32638461,Joia silenciosa no coração de Copacabana.,102646434,Fátima,"Copacabana, Rio de Janeiro, Brazil",-22.97929,-43.19137,Entire home/apt,$162.00,3,16,2020-11-30,0.75,2,91
32640931,Cottage in Rio's most bohemian neighborhood!,37254480,Luiz Paulo,"Botafogo, Rio de Janeiro, Brazil",-22.949070000000003,-43.18806,Private room,$70.00,1,25,2020-12-23,1.14,1,170
32640951,"Apart. em Ipanema  - próx. a Lagoa, Praia e Metrô.",245410774,Rita,"Ipanema, Rio de Janeiro, Brazil",-22.98198,-43.19823,Entire home/apt,$236.00,4,19,2020-02-26,0.87,1,4
32641312,Loft Close Lapa,70168710,Aliel,"Glória, Rio de Janeiro, Brazil",-22.91751,-43.17774,Entire home/apt,$450.00,3,0,,,1,360
32641348,apart .3min RioCentro 15da Barra por,229244053,Leda,"Jacarepagua, Rio de Janeiro, Brazil",-22.97906,-43.4322,Entire home/apt,$275.00,4,0,,,7,85
32641437,Sobrado Completo.,243179366,Thais,,-23.02754,-43.49984,Entire home/apt,$150.00,30,0,,,1,365
32641683,Cantinho aconchegante no coração da Lapa!,240254813,Marta,,-22.91263,-43.185829999999996,Entire home/apt,$150.00,3,13,2020-12-05,0.59,1,167
32641748,Pausa da a folia na quadra da praia de Copacabana,245419603,Susanna,"Copacabana, Rio de Janeiro, Brazil",-22.96661,-43.17693,Entire home/apt,$400.00,1,1,2019-03-08,0.05,1,0
32642438,Lapa Negócios e Boêmia,12161430,Angela,"Centro, Rio de Janeiro, Brazil",-22.91527,-43.18934,Entire home/apt,$50.00,2,11,2020-03-09,0.5,4,298
32642891,Quarto Inteiro com Banheiro Compartilhado,167598252,Marliete,"Leme, Rio de Janeiro, Brazil",-22.964679999999998,-43.172,Private room,$200.00,3,5,2020-02-25,0.23,1,0
32643371,"Casa de Vila em Botafogo, rua paralela a praia.",80592800,Ana,"Botafogo, Rio de Janeiro, Brazil",-22.945629999999998,-43.18456,Entire home/apt,$500.00,3,0,,,1,365
32644650,Apartamento confortável Urca 2 quartos,126832509,Fernanda,"Urca, Rio de Janeiro, Brazil",-22.9452,-43.1618,Entire home/apt,$400.00,2,7,2020-02-26,0.32,1,206
32645288,Casa com 4 quartos sendo 3 suítes até 13 pessoas,80120450,Samuel,"Recreio dos Bandeirantes, Rio de Janeiro, Brazil",-22.99995,-43.43672,Entire home/apt,"$1,029.00",3,2,2020-01-02,0.13,2,172
32650754,"EXCELENTE Ap em Copacabana,  Posto 5.",228569145,Lucia De Fatima Do,"Copacabana, Rio de Janeiro, Brazil",-22.97976,-43.190529999999995,Entire home/apt,$199.00,3,10,2020-01-27,0.53,1,151
32651942,Itanhangá Barra,523251,Humberto,"Itanhangá, Rio de Janeiro, Brazil",-22.98832,-43.3162,Private room,"$3,143.00",2,0,,,5,360
32653387,"Casa de cinema, uma experiência única!",245517758,Walkiria,"Santa Teresa, Rio de Janeiro, Brazil",-22.94139,-43.20888,Entire home/apt,"$1,786.00",2,2,2019-05-01,0.09,1,357
32655192,Gay House Beds C,119653597,Léo,"Copacabana, Rio de Janeiro, Brazil",-22.964389999999998,-43.17961,Shared room,$63.00,3,2,2020-01-01,0.09,4,78
32655506,01 or 02 Bedrooms  in charming apartment  Humaitá,28338237,Jose Carlos,"Humaitá, Rio de Janeiro, Brazil",-22.95609,-43.20384,Private room,$89.00,4,6,2020-04-07,0.31,3,143
32656215,Quarto individual ou coletivo na Praia de Botafogo,147726692,Milena,"Botafogo, Rio de Janeiro, Brazil",-22.93995,-43.18045,Private room,$115.00,2,2,2019-05-25,0.09,1,320
32657179,EXCELENTE AP EM COPA. ÓTIMA LOCALIZAÇÃO!,11946815,Mauro Igor,,-22.97114,-43.19004,Entire home/apt,$379.00,2,6,2020-02-26,0.33,1,79
32658296,Quarto no bairro da glória em frente ao Metrô,54899116,Rudá,"Glória, Rio de Janeiro, Brazil",-22.92086,-43.17579,Private room,$101.00,100,0,,,2,179
32658377,quarto na lagoa,156573492,Míriam,"Lagoa, Rio de Janeiro, Brazil",-22.9668,-43.20286,Shared room,$189.00,1,1,2020-02-24,0.1,1,365
32658715,4 quartos no Leblon com serviços e limpeza,113997985,Vivian,,-22.988970000000002,-43.22845,Entire home/apt,"$3,006.00",6,0,,,10,365
32659670,Alugo Quarto no Barra Bali para o Carnaval.,33611597,Flavio,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.00931,-43.4353,Private room,$150.00,2,0,,,1,363
32660053,Flat c/ ótima localização,63081880,Rejane,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.004279999999998,-43.33999,Entire home/apt,$236.00,1,7,2020-02-08,0.33,4,165
32660381,WYNDHAM - TOP DE FRENTE PARA O MAR,210376499,Carla,,-23.00984,-43.32667,Hotel room,$231.00,30,3,2020-01-26,0.16,2,347
32662136,Private room in a cozy apartment in Flamengo,245584232,Samantha,"Flamengo, Rio de Janeiro, Brazil",-22.93587,-43.1746,Private room,$120.00,1,1,2019-03-05,0.05,1,363
32662415,Studio próximo a av. Brasil,17175278,Elcio Molina,"Bráz De Pina, Rio de Janeiro, Brazil",-22.82591,-43.28474,Entire home/apt,$50.00,2,0,,,7,0
32662440,Flat na Barra da Tijuca,63081880,Rejane,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.0038,-43.34195,Entire home/apt,$241.00,1,6,2020-01-29,0.27,4,172
32662488,Private double room with stunning view,14974788,Viviana,"Santa Teresa, Rio de Janeiro, Brazil",-22.936,-43.1991,Private room,$131.00,2,3,2020-02-25,0.14,1,354
32662955,Apartamento super bem localizado no Leblon-RJ,197956877,Paula,"Leblon, Rio de Janeiro, Brazil",-22.98183,-43.218090000000004,Entire home/apt,$531.00,1,23,2020-10-16,1.08,2,78
32663530,Rio Copa Studio,6422051,Cristina,,-22.98207,-43.19148,Entire home/apt,$515.00,1,20,2020-12-07,0.91,16,60
32666531,Apartamento centro do Rio de janeiro (lapa),245341061,Mauro,,-22.912979999999997,-43.18782,Entire home/apt,$400.00,3,2,2019-09-29,0.13,1,145
32666589,Quarto Casal,245621184,Denize,,-22.93921,-43.17366,Private room,$350.00,4,0,,,1,0
32667140,Apartamento luminoso y acogedor cercano a la playa,244994368,Ariel,"Recreio dos Bandeirantes, Rio de Janeiro, Brazil",-23.028489999999998,-43.47455,Entire home/apt,$400.00,2,3,2020-02-26,0.2,1,176
32668288,"Barra da Tijuca , Rio centro. Vila Olímpica",27752766,Carlos,,-22.98037,-43.4148,Entire home/apt,$457.00,3,0,,,4,302
32668580,Mega apartamento no Flamengo com linda vista mar,138932242,Fausto,,-22.9316,-43.17553,Entire home/apt,"$1,990.00",100,0,,,8,364
32669105,Apartamento Barra da Tijuca Residencial c/Serviços,84582400,Paulo,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.00601,-43.3181,Entire home/apt,$850.00,5,2,2020-03-21,0.18,1,28
32669728,Quarto no Rio de Janeiro - Private room in Rio,12427610,Joao E Isabelli,"Glória, Rio de Janeiro, Brazil",-22.9204,-43.18111,Private room,$60.00,2,0,,,1,326
32669730,Lapa 1- viva a boemia Carioca,245647108,Sullivan,"Centro, Rio de Janeiro, Brazil",-22.91289,-43.183,Entire home/apt,$166.00,3,2,2020-02-26,0.17,2,83
32670083,"Alugo por temporada apto mobiliado, na Glória, RJ.",245649429,Emilia,"Glória, Rio de Janeiro, Brazil",-22.91767,-43.17575,Entire home/apt,$90.00,2,29,2020-12-06,1.32,1,306
32670168,Tranquilidade e opções a duas quadras do metro,14299262,Maria De Fatima,"Botafogo, Rio de Janeiro, Brazil",-22.95561,-43.18647,Entire home/apt,$90.00,20,19,2020-03-01,0.86,1,169
32670889,Estúdio frente mar Praia do Pepê.,82560760,Andrei,"Rio de Janeiro , Rio de Janeiro, Brazil",-23.01489,-43.30584,Entire home/apt,$300.00,2,5,2020-11-22,0.23,1,0
32671603,Lapa 2- viva a boemia Carioca,245647108,Sullivan,"Centro, Rio de Janeiro, Brazil",-22.91479,-43.18269,Entire home/apt,$166.00,2,6,2020-03-02,0.27,2,23
32671767,FLAT STUDIO COMPLETO St JOHN PALACE - APTO INTEIRO,183607221,Marcos,"Copacabana, Rio de Janeiro, Brazil",-22.98566,-43.19004,Entire home/apt,$533.00,4,2,2019-10-09,0.09,2,66
32671877,Aconchegante e perto dos lugares mais turísticos.,245668470,Adriano,,-22.92919,-43.19443,Entire home/apt,$400.00,2,7,2020-01-19,0.47,1,7
32672765,Bossa Nova: Sua cobertura 2 quartos em Copacabana!,241707451,Lucas,,-22.96585,-43.19213,Entire home/apt,"$1,000.00",3,14,2020-03-12,0.64,2,89
32675316,Apartamento: Av.NSª Copacabana 336,52461215,Aderbal,,-22.96717,-43.17896,Entire home/apt,$350.00,5,1,2019-06-26,0.05,2,0
32685781,Cantinho do Rio. Conforto e lazer!,215253125,Anselmo,"Cidade Nova, Rio de Janeiro, Brazil",-22.90906,-43.20332,Entire home/apt,$600.00,1,3,2019-10-07,0.14,1,365
32687544,"Praia, conforto e sombra",234085716,Talita,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.010479999999998,-43.31095,Entire home/apt,$639.00,7,32,2020-11-30,1.75,1,355
32688154,Atmosfera aconchegante a poucos metros da praia.,2909384,Marcio & Guilherme,,-22.984289999999998,-43.21707,Entire home/apt,$500.00,3,0,,,6,79
32688305,Excelente apartamento no coração da Lapa,156921478,Iris,"Centro, Rio de Janeiro, Brazil",-22.91301,-43.18732,Entire home/apt,$170.00,1,10,2019-10-29,0.46,1,170
32689454,CANTINHO DA PAZ . .,238046068,Antonia Irene Bié Alexandre De,"Copacabana, Rio de Janeiro, Brazil",-22.972929999999998,-43.18905,Private room,$90.00,1,11,2020-03-16,0.74,1,84
32691070,ALUGUE MAIS BARATO DE COPACABANA!!!!,80095501,Isa,,-22.96771,-43.18688,Entire home/apt,$464.00,1,1,2019-05-16,0.05,1,206
32692875,Excelente flat na General Osório e no Arpoador.,7965481,Luciana,"Ipanema, Rio de Janeiro, Brazil",-22.985139999999998,-43.19791,Entire home/apt,$321.00,1,66,2020-12-21,3.0,5,148
32693476,Flat Excelente na General Osório e no Arpoador,7965481,Luciana,"Ipanema, Rio de Janeiro, Brazil",-22.98391,-43.19762,Entire home/apt,$500.00,1,65,2020-07-13,2.95,5,113
32696155,COPA - Cerca/Perto de la Playa/Praia - 3 huéspedes,245848150,Vinicius,"Copacabana, Rio de Janeiro, Brazil",-22.96874,-43.18658,Private room,$330.00,4,5,2019-10-05,0.23,1,8
32696190,FLAT St JOHN PALACE RESIDENCE - COPACABANA IPANEMA,183607221,Marcos,"Copacabana, Rio de Janeiro, Brazil",-22.98524,-43.19014,Entire home/apt,$480.00,1,82,2020-11-30,4.77,2,58
32697375,Carnaval entre Lapa e Santa Teresa,245850065,Pedro,"Santa Teresa, Rio de Janeiro, Brazil",-22.917070000000002,-43.182179999999995,Private room,$240.00,4,0,,,1,89
32698109,Arcos da Lapa,37832787,Luiz,"Rio de Janeiro , Rio de Janeiro, Brazil",-22.91287,-43.18209,Entire home/apt,$131.00,4,2,2019-10-06,0.09,2,260
32698715,Hostel Lapa 166 Suíte com Cama de Casal e Solteiro,245865182,Hostel Lapa 166,"Centro, Rio de Janeiro, Brazil",-22.91134,-43.18557,Private room,$92.00,1,24,2020-03-13,1.18,4,37
32699507,"Ap inteiro de 1 quarto, sala, cozinha e banheiro,",62114856,Leonardo,"Maracanã, Rio de Janeiro, Brazil",-22.91825,-43.22415,Private room,$236.00,3,2,2019-03-08,0.09,1,365
32711286,Ótimo Quarto! Quadra da praia! Entrada privativa!,178270579,Renata,"Copacabana, Rio de Janeiro, Brazil",-22.965120000000002,-43.176140000000004,Private room,$136.00,2,1,2019-10-07,0.07,3,360
32712592,"Charming house, good location,fantastic view!",20441138,Viola,"Santa Teresa, Rio de Janeiro, Brazil",-22.91894,-43.17977,Private room,$70.00,2,6,2020-02-19,0.34,1,326
32713098,Ap. 202 c/ Piscina (excelente  localização),106411720,Marcelo,"Bonsucesso, Rio de Janeiro, Brazil",-22.862070000000003,-43.25371,Entire home/apt,$129.00,2,3,2019-12-06,0.23,15,270
32713349,SUITE Casal ou Solteiro no Largo do Guimarães,245978316,Sea Inn,"Santa Teresa, Rio de Janeiro, Brazil",-22.92095,-43.186170000000004,Private room,$200.00,3,2,2019-09-21,0.13,1,364
32714817,Ipanema luxury triplex ALUGO MENSAL,4255118,Ricardo,,-22.98637,-43.20095,Entire home/apt,"$9,999.00",3,0,,,44,268
32715864,Casa linda alto padrão e bela área externa(vargem),142894399,Marcelly,"Vargem Grande, Rio de Janeiro, Brazil",-22.98866,-43.494009999999996,Entire home/apt,"$1,571.00",1,1,2020-03-15,0.11,13,362
32715908,"Suíte confortável, perto de tudo na Zona Sul do RJ",23667843,Vitor,,-22.954629999999998,-43.19277,Private room,$270.00,5,2,2020-01-02,0.14,1,357
32717370,Logo ali ...,246007412,Deh,"Recreio dos Bandeirantes, Rio de Janeiro, Brazil",-23.02937,-43.47377,Private room,$150.00,1,1,2019-10-06,0.07,1,179
32720634,"Copa, 02 quartos + 01 menor , a  50 metros do mar.",48720390,Fariza,"Copacabana, Rio de Janeiro, Brazil",-22.97597,-43.18923,Entire home/apt,$764.00,5,0,,,10,363
32720782,quarto promoção10 min Barra e Recreio lugar seguro,229244053,Leda,"Rio de Janeiro, Brazil",-22.99417,-43.44534,Private room,$90.00,3,4,2020-11-21,0.26,7,71
32721546,Aconchego carioca - Só Mulheres,235390957,Bruna,"Rio de Janeiro , Rio de Janeiro, Brazil",-22.96598,-43.17718,Private room,$57.00,1,60,2020-12-06,2.85,3,22
32725574,ALUGUEL TEMPORADA BARRA DA TIJUCA,14140296,Luiz,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.01156,-43.3695,Private room,"$1,000.00",6,1,2019-10-14,0.07,1,364
32735194,Praia  Barra de Guaratiba 4,245839631,Francisco,"Barra de Guaratiba, Rio de Janeiro, Brazil",-23.06361,-43.56654,Entire home/apt,$67.00,1,5,2020-11-14,0.44,2,351
32735982,Baía Carioca,238713778,Maria,"Catete, Rio de Janeiro, Brazil",-22.92473,-43.18343,Private room,$200.00,4,3,2020-01-02,0.14,4,355
32736441,Melhor Point da Barra (Só clientes Airbnb),43071744,Nilson,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.01463,-43.304970000000004,Private room,$66.00,2,39,2020-12-20,1.77,2,152
32740243,O Melhor point da Barra 2 (Só clientes airbnb),43071744,Nilson,"Barra da Tijuca, Rio de Janeiro, Brazil",-23.015520000000002,-43.30622,Private room,$66.00,2,27,2020-12-17,1.32,2,147
32740566,Sacadura 601 | Well decorated | 4 people,81876389,Mario,,-22.89757,-43.185970000000005,Entire home/apt,$523.00,1,6,2020-02-29,0.36,21,0
32740749,Aconchegante suite 2 min da praia,246202699,Regina,"Rio de Janeiro, Brazil",-22.97338,-43.18739,Private room,$92.00,4,8,2020-02-27,0.37,1,3
32741063,Suas férias  Botafogo; a Bohemia do Rio de Janeiro,246075500,Lindalva,"Botafogo, Rio de Janeiro, Brazil",-22.95946,-43.1924,Private room,$250.00,2,1,2019-03-05,0.05,1,298
32742457,Quarto com banheiro,22567926,Roberto Hadad,,-22.92429,-43.20923,Private room,$200.00,3,0,,,1,362
32742865,"Na Tijuca,Quarto com Banheiro Privativo",102341636,Fabio,,-22.92093,-43.2191,Private room,$58.00,1,0,,,2,168
32742868,Apartamento Bem Localizado Rio Zona Sul Copacabana,246215657,Gilbert,"Copacabana, Rio de Janeiro, Brazil",-22.96398,-43.17842,Entire home/apt,$116.00,2,64,2020-11-23,2.95,1,7
32744101,Grand Atlantic House Localizado na Orla 4 quartos.,206525592,Alexandre,"Copacabana, Rio de Janeiro, Brazil",-22.970670000000002,-43.18422,Entire home/apt,"$5,000.00",5,0,,,1,365
32745057,Apê no Posto 6 de Copacabana,46543256,Alexandre,"Copacabana, Rio de Janeiro, Brazil",-22.982039999999998,-43.19407,Entire home/apt,$371.00,5,43,2020-02-29,2.02,2,61
32745144,"quarto em copacabana diária 350,00 reais.",246243136,Lê,"Copacabana, Rio de Janeiro, Brazil",-22.97188,-43.18543,Shared room,$350.00,1,2,2019-12-03,0.13,1,179
32745740,Quarto em Apartamento compartilhado,246247650,Priscila Cristina,"Recreio Bandeirante, Rio de Janeiro, Brazil",-23.01879,-43.478,Private room,$180.00,1,1,2019-10-07,0.07,3,365
32747242,"Arriba,Abajo al Centro y Pa`Dentro !!!",232712124,Francisco Javier,,-22.96069,-43.16979,Private room,$120.00,6,1,2020-02-18,0.1,1,90
32748661,"Simples, limpo, bem localizado. Preço baixo.",85897939,Flavia Prista,"Laranjeiras, Rio de Janeiro, Brazil",-22.93891,-43.192479999999996,Private room,$130.00,2,0,,,7,364
32748812,Espaço Luz,173234237,Maria Benilda,"Centro, Rio de Janeiro, Brazil",-22.90952,-43.18437,Entire home/apt,$90.00,5,30,2020-11-20,1.39,2,117
32749248,Hostel Lapa 166 Quarto Compartilhado Misto,245865182,Hostel Lapa 166,"Centro, Rio de Janeiro, Brazil",-22.911920000000002,-43.18663,Shared room,$86.00,2,0,,,4,52
32749842,Luxuoso deslumbrante a 150m da praia de Copacabana,41819512,Marcelo Amaral,"Copacabana, Rio de Janeiro, Brazil",-22.96579,-43.181459999999994,Entire home/apt,$943.00,7,0,,,3,365
32758061,Loft Copacabana! MELHOR LOCAL!,245267827,Gabriela,"Copacabana, Rio de Janeiro, Brazil",-22.97866,-43.19018,Entire home/apt,$360.00,5,1,2019-09-22,0.07,1,306
32759860,Aconchego famíliar,243554666,MARIA De Fátima,"Barros Filho, Rio de Janeiro, Brazil",-22.8352,-43.36657,Private room,$70.00,1,0,,,1,365
32760675,Maravilhas do Alto Laranjeiras,117952559,Bruna,"Laranjeiras, Rio de Janeiro, Brazil",-22.94035,-43.19059,Entire home/apt,$864.00,3,1,2020-02-26,0.1,1,61
32761378,Seu melhor espaço 2,112459531,Catia,"Jardim Botânico, Rio de Janeiro, Brazil",-22.95831,-43.20592,Private room,$61.00,1,25,2020-11-21,1.13,3,236
32762053,Room to rent in penthouse apartment with pool/bbq,137109193,Jeanette,"Flamengo, Rio de Janeiro, Brazil",-22.936629999999997,-43.17583,Private room,$299.00,3,1,2020-01-01,0.08,1,173
32762474,"Suíte em apart hotel, perto metro e da praia",16433862,Sônia,"Rio de janeiro, Rio de Janeiro, Brazil",-22.97307,-43.193459999999995,Entire home/apt,$230.00,3,5,2019-09-02,0.23,1,85
32766317,Alugo suíte Rio Centro para o rock in rio,246434131,Claudette De Fatima,,-22.965510000000002,-43.404959999999996,Private room,$150.00,2,1,2019-10-06,0.07,6,0
32769241,"Fantástico Apartamento completo, 2 quartos, suíte",164834731,Roberto,"Parada de Lucas, Rio de Janeiro, Brazil",-22.81856,-43.30426,Entire home/apt,$214.00,1,46,2020-09-04,2.09,1,81
32777379,Hostel Lapa 166 Quarto Compartilhado Misto,245865182,Hostel Lapa 166,"Centro, Rio de Janeiro, Brazil",-22.91144,-43.18658,Shared room,$100.00,2,8,2019-12-09,0.39,4,50
32788135,Casa confortável a 3km das praias do Recreio,171826818,Claudete,"Rio de Janeiro , Rio de Janeiro, Brazil",-23.02083,-43.52218,Entire home/apt,"$1,400.00",5,3,2020-01-04,0.14,1,82
32788913,Quarto Casal - Curtir e aproveitar o Rio,23737846,Lucas,"Tijuca, Rio de Janeiro, Brazil",-22.92837,-43.24297,Private room,$66.00,2,1,2020-01-01,0.08,2,299
32802186,Hostel Lapa 166 Quarto Feminino Compartilhado,245865182,Hostel Lapa 166,"Centro, Rio de Janeiro, Brazil",-22.91115,-43.186209999999996,Shared room,$100.00,2,1,2019-10-06,0.07,4,44
32802427,Rio vue d’en haut loin du bruit  de la ville,63176472,D,"Santa Teresa, Rio de Janeiro, Brazil",-22.92251,-43.19078,Private room,$100.00,2,0,,,1,364
32812306,Suites acolhedoras em Casa de família.,124560348,Claudio Espinheira D Oliveira,"Rio de Janeiro, Brazil",-22.98386,-43.30237,Private room,$190.00,1,6,2020-11-22,0.3,2,357
32813881,"Copacabana 1 block from beach - best area, estúdio",14279272,Flavio,"Copacabana, Rio de Janeiro, Brazil",-22.98005,-43.18974,Entire home/apt,$184.00,3,24,2020-03-15,1.11,4,206
32836579,Quarto mobiliado no Bairro Maracanã,247006083,Andréa,,-22.91473,-43.22003,Shared room,$50.00,1,0,,,1,362
32840245,Família,247049227,Edeneuza,"Botafogo, Rio de Janeiro, Brazil",-22.956999999999997,-43.18268,Private room,$160.00,5,0,,,1,0
32840744,Charmosa suíte Aconchego - Jd Guanabara Galeão GIG,24521701,Fatima,"Jardim Guanabara, Rio de Janeiro, Brazil",-22.81352,-43.19551,Private room,$129.00,1,1,2019-07-01,0.06,6,326
32842417,Charmoso quarto Refúgio - Jd Guanabara Galeão GIG,24521701,Fatima,"Jardim Guanabara, Rio de Janeiro, Brazil",-22.81377,-43.196509999999996,Private room,$119.00,1,10,2020-02-26,0.47,6,354
32842514,house Praça Seca,179635483,Búzios  Estanhagem,,-22.8986,-43.34746,Private room,$60.00,3,0,,,1,0
32843135,Flat Aconchegante 1 - Jd. Guanabara Galeão GIG,24521701,Fatima,"Jardim Guanabara, Rio de Janeiro, Brazil",-22.81244,-43.19493,Private room,$169.00,1,4,2020-02-26,0.18,6,354
32843395,Flat Aconchegante 2 - Jd Guanabara Galeão GIG,24521701,Fatima,"Jardim Guanabara, Rio de Janeiro, Brazil",-22.81306,-43.19704,Private room,$169.00,1,1,2019-03-18,0.05,6,353
32845044,Sossego do viajante.,16120213,Roberta,"Copacabana, Rio de Janeiro, Brazil",-22.98498,-43.18972,Private room,$233.00,1,33,2020-02-28,1.58,3,80
32845056,Descanso do viajante,16120213,Roberta,"Copacabana, Rio de Janeiro, Brazil",-22.985529999999997,-43.19107,Private room,$285.00,2,11,2020-03-10,0.62,3,80
32859795,Quarto próximo ao Centro Olímpico da Barra,101518696,William,"Jacarepagua, Rio de Janeiro, Brazil",-22.964570000000002,-43.383990000000004,Private room,$250.00,1,7,2019-11-10,0.33,1,0
32861518,Aqui você será bem recepcionado.,60103370,Marcia,"Rio de Janeiro, Brazil",-23.00246,-43.32816,Entire home/apt,$499.00,2,3,2019-10-07,0.18,1,62
32862924,Aconchegante apartamento em Copa.,97517223,Junior,"Rio de Janeiro , Rio de Janeiro, Brazil",-22.98189,-43.19342,Entire home/apt,$207.00,1,26,2020-12-07,1.29,1,259
32862953,Flat Gay friendly,46737117,Juliana,,-23.031,-43.47485,Entire home/apt,"$1,229.00",2,2,2019-04-19,0.09,2,80
32863109,Estúdio Copacabana Posto 6,247086401,Francisco,"Copacabana, Rio de Janeiro, Brazil",-22.98046,-43.19157,Entire home/apt,$343.00,4,5,2020-02-26,0.34,1,52
32868248,Apto recém-reformado na melhor localização do Rio,243259134,Luiza,,-22.98309,-43.22501,Entire home/apt,$571.00,2,33,2020-11-23,1.53,1,244
